indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,np_100,n_nub,p_sol,np_001,ta_min,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010,fecha,nw_55,w_racha,nw_91,w_rec,w_med,ts_20,ts_10,ts_50
3195,,14.0,79.0,0.0,0.0,3.1,949.8(20),1016.7,938.2,4.2,,7.8,0.0,0.0,3.0,3.0,14.0,31.0,20.0,,82.0,0.0,0.0,247.0,73.6,19.0,0.0,0.0,4.3,1.0,7.2,10.2,0.0,923.0(28),13.0,01-01-2001,2.0,,0.0,201.0,9.0,,,
3195,,10.0,76.0,0.0,5.0,3.8,955.5(11),1027.4,948.1,4.0,,8.0,0.0,0.0,3.0,4.0,18.0,38.0,11.0,,78.0,0.0,3.0,267.0,57.4,12.0,0.0,1.0,7.5,0.0,7.2,10.3,0.0,933.4(23),9.0,01-01-2002,0.0,,0.0,132.0,6.0,,,
3195,,8.0,72.0,0.0,1.0,5.2,955.5(27),1021.6,942.4,2.6,,9.7,0.0,0.0,11.0,1.0,12.0,53.0,12.0,,70.0,0.0,2.0,389.0,44.3,11.0,1.0,9.0,2.9,1.0,6.1,9.6,0.0,924.3(05),8.0,01-01-2003,,,,,,,,
3195,,7.0,74.0,0.0,4.0,4.2,950.5(10),1020.2,941.5,3.9,,9.9,0.0,0.0,5.0,0.0,19.0,43.0,2.0,,79.0,0.0,2.0,314.0,5.9,3.0,0.0,3.0,7.4,0.0,7.6,11.3,1.0,931.7(27),1.0,01-01-2004,3.0,,0.0,171.0,6.0,,,
3195,,0.0,64.0,0.0,0.0,7.4,959.4(06),1027.7,947.9,1.0,,5.6,0.0,0.0,16.0,0.0,15.0,77.0,1.0,,61.0,0.0,0.0,464.0,0.3,0.0,0.0,8.0,2.4,1.0,5.8,10.5,0.0,934.2(27),0.0,01-01-2005,2.0,,0.0,163.0,5.0,,,
3195,,10.0,72.0,0.0,0.0,4.3,953.1(11),1020.9,941.6,2.6,,5.9,0.0,0.0,5.0,2.0,16.0,44.0,9.0,,67.0,0.0,0.0,303.0,35.6,7.0,0.0,5.0,2.6,2.0,5.6,8.5,0.0,927.0(06),3.0,01-01-2006,0.0,,0.0,162.0,6.0,,,
3195,,8.0,74.0,0.0,5.0,3.9,960.8(02),1027.6,948.0,3.2,,6.5,0.0,0.0,4.0,0.0,19.0,41.0,2.0,,73.0,0.0,3.0,289.0,11.9,3.0,0.0,4.0,4.5,1.0,6.5,9.8,0.0,924.8(25),2.0,01-01-2007,,,,,,,,
3195,,7.0,76.0,0.0,3.0,,957.4(27),1024.2,945.3,4.6,,8.6,0.0,0.0,10.0,1.0,14.0,,10.0,,82.0,0.0,1.0,288.0,25.2,10.0,0.0,2.0,6.0,0.0,8.0,11.4,0.0,917.7(03),5.0,01-01-2008,2.0,,0.0,141.0,4.0,,,
3195,,11.0,,0.0,7.0,,951.6(11),1017.0,937.9,2.3,,10.7,0.0,0.0,4.0,0.0,16.0,,14.0,,71.0,0.0,3.0,297.0,29.8,11.0,0.0,11.0,1.0,4.0,5.2,8.1,0.0,922.8(25),8.0,01-01-2009,3.0,,0.0,193.0,9.0,,,
3195,,13.0,,0.0,2.0,,946.6(17),1015.7,936.8,2.8,,8.4,0.0,0.0,1.0,1.0,17.0,,14.0,,71.0,0.0,1.0,257.0,61.0,11.0,0.0,7.0,0.1,4.0,5.4,8.0,0.0,920.3(07),9.0,01-01-2010,4.0,,0.0,161.0,8.0,,,
3195,,11.0,,0.0,2.0,,952.9(17),1019.7,940.8,3.2,,8.4,0.0,0.0,9.0,1.0,11.0,,10.0,,77.0,0.0,1.0,311.0,40.7,10.0,0.0,6.0,4.2,0.0,6.4,9.5,0.0,921.8(27),8.0,01-01-2011,1.0,,0.0,131.0,5.0,,,
3195,,4.0,,0.0,0.0,,959.0(19),1027.3,947.8,2.3,,5.8,0.0,0.0,16.0,0.0,11.0,,3.0,,66.0,0.0,0.0,432.0,6.5,5.0,0.0,3.0,5.3,0.0,6.7,11.2,0.0,933.9(16),2.0,01-01-2012,0.0,,0.0,125.0,5.0,,,
3195,,9.0,,0.0,3.0,,959.8(03),1021.4,942.3,3.1,,8.6,0.0,0.0,4.0,0.0,18.0,,11.0,,71.0,0.0,1.0,363.0,26.3,9.0,0.0,1.0,4.0,2.0,6.5,9.9,0.0,907.3(19),6.0,01-01-2013,4.0,,0.0,201.0,6.0,,,
3195,,12.0,,0.0,0.0,,950.0(26),1015.7,937.4,5.0,,9.8,0.0,0.0,0.0,2.0,19.0,,14.0,,82.0,0.0,0.0,365.0,63.7,15.0,0.0,0.0,6.5,0.0,8.0,11.0,0.0,918.1(18),11.0,01-01-2014,3.0,,0.0,211.0,8.0,,,
3195,,4.0,,0.0,0.0,,963.1(09),1025.2,945.7,1.6,,9.6,0.0,0.0,14.0,0.0,13.0,,4.0,,64.0,0.0,0.0,443.0,17.0,5.0,0.0,4.0,3.5,1.0,6.2,10.8,0.0,917.2(31),3.0,01-01-2015,2.0,,0.0,130.0,5.0,,,
3195,,13.0,78.0,0.0,2.0,,956.4(31),1022.5,943.9,5.3,,10.4,0.0,0.0,3.0,1.0,15.0,,13.0,,90.0,0.0,1.0,287.0,34.2,13.0,0.0,1.0,7.0,0.0,8.4,11.5,0.0,925.6(04),6.0,01-01-2016,3.0,,0.0,147.0,6.0,,,
3195,,8.0,67.0,0.0,0.0,,954.1(14),1023.1,943.8,1.8,,8.2,0.0,0.0,10.0,1.0,13.0,,3.0,,65.0,0.0,0.0,345.0,21.5,4.0,0.0,11.0,4.0,0.0,6.0,10.1,0.0,930.2(27),3.0,01-01-2017,3.0,,0.0,102.0,4.0,,,
3195,,9.0,72.0,0.0,1.0,,958.0(28),1023.9,944.8,3.5,,7.8,0.0,0.0,10.0,2.0,12.0,,7.0,,73.0,0.0,0.0,350.0,50.4,6.0,0.0,3.0,4.7,1.0,7.2,10.8,0.0,919.5(07),6.0,01-01-2018,0.0,,0.0,171.0,7.0,,,
3195,,4.0,59.0,0.0,0.0,,955.2(05),1021.7,942.6,2.0,,8.7,0.0,0.0,14.0,0.0,13.0,,4.0,,57.0,0.0,0.0,504.0,18.6,5.0,0.0,7.0,4.4,0.0,6.5,11.1,0.0,921.8(31),3.0,01-01-2019,3.0,,0.0,136.0,6.0,,,
3195,,8.0,66.0,0.0,1.0,,955.9(04),1027.0,947.5,3.6,,9.9,0.0,0.0,11.0,0.0,9.0,,12.0,,67.0,0.0,1.0,358.0,16.4,12.0,0.0,3.0,5.7,0.0,7.0,10.4,0.0,938.2(25),6.0,01-01-2020,3.0,,0.0,160.0,6.0,,,
3195,,,77.0,0.0,1.0,,,,,1.2,,9.7,0.0,,,2.0,,,8.0,,69.0,1.0,,,70.0,5.0,0.0,18.0,0.3,3.0,4.4,7.5,,,8.0,01-01-2021,,,,,,,,
3195,,5.0,59.0,0.0,0.0,,955.5(29),1027.4,948.0,2.6,,6.9,0.0,,18.0,0.0,8.0,,2.0,,60.0,0.0,,,12.3,2.0,0.0,3.0,7.6,0.0,7.1,11.6,,931.7(04),2.0,01-01-2022,,,,,,,,
3195,,4.0,68.0,0.0,0.0,,956.6(04),1024.0,944.7,2.5,,9.0,0.0,,11.0,0.0,16.0,,8.0,,67.0,0.0,,,11.7,8.0,0.0,7.0,5.7,0.0,6.3,10.0,,923.5(17),2.0,01-01-2023,3.0,,0.0,189.0,8.0,,,
3195,,11.0,79.0,0.0,0.0,,960.4(24),1023.3,944.6,5.2,,11.1,0.0,,6.0,2.0,14.0,,11.0,,88.0,0.0,,,58.9,11.0,0.0,2.0,6.2,0.0,8.4,11.6,,925.1(17),9.0,01-01-2024,0.0,,0.0,147.0,6.0,,,
3195,,3.0,67.0,0.0,0.0,6.3,957.9(11),1021.1,942.6,4.2,,8.8,0.0,0.0,9.0,1.0,16.0,59.0,8.0,,77.0,0.0,0.0,452.0,31.7,7.0,0.0,1.0,8.5,1.0,8.5,12.8,0.0,924.7(27),5.0,01-02-2001,2.0,,0.0,198.0,8.0,,,
3195,,4.0,65.0,0.0,2.0,6.6,954.7(19),1023.6,945.1,4.4,,7.9,0.0,0.0,12.0,1.0,12.0,62.0,3.0,,77.0,0.0,2.0,467.0,14.3,3.0,0.0,0.0,8.7,0.0,9.0,13.6,0.0,931.9(28),3.0,01-02-2002,2.0,,0.0,163.0,7.0,,,
3195,,10.0,68.0,0.0,1.0,4.1,951.0(28),1019.0,940.2,3.1,,7.5,0.0,0.0,5.0,2.0,13.0,39.0,9.0,,69.0,0.0,0.0,354.0,47.8,9.0,0.0,6.0,2.0,1.0,6.8,10.5,1.0,926.2(19),6.0,01-02-2003,,,,,,,,
3195,,7.0,68.0,0.0,3.0,4.9,957.1(04),1019.7,941.2,3.9,,9.0,0.0,0.0,10.0,3.0,12.0,46.0,8.0,,74.0,0.0,2.0,385.0,64.0,6.0,0.0,1.0,4.6,2.0,8.1,12.2,0.0,916.9(21),6.0,01-02-2004,1.0,,0.0,172.0,6.0,,,
3195,,4.0,62.0,0.0,0.0,6.8,959.9(10),1019.4,940.1,0.9,,3.6,0.0,0.0,13.0,2.0,11.0,63.0,7.0,,57.0,0.0,0.0,471.0,41.0,3.0,1.0,11.0,3.2,4.0,5.2,9.6,0.0,924.3(22),5.0,01-02-2005,6.0,,0.0,213.0,7.0,,,
3195,,8.0,64.0,0.0,0.0,5.8,947.6(07),1015.7,937.1,2.3,,6.9,0.0,0.0,10.0,2.0,10.0,55.0,7.0,,64.0,0.0,0.0,385.0,35.2,6.0,1.0,2.0,5.2,3.0,6.7,11.1,0.0,920.5(26),3.0,01-02-2006,1.0,,0.0,181.0,7.0,,,
3195,,9.0,73.0,0.0,1.0,4.2,950.4(27),1018.7,940.7,5.7,,9.8,0.0,0.0,2.0,1.0,17.0,39.0,13.0,,86.0,0.0,0.0,354.0,32.2,13.0,1.0,0.0,7.2,0.0,9.3,12.8,0.0,929.2(08),5.0,01-02-2007,,,,,,,,
3195,,10.0,,0.0,0.0,,954.0(06),1024.5,946.0,5.6,,8.9,0.0,0.0,6.0,1.0,13.0,,10.0,,84.0,0.0,0.0,401.0,32.1,11.0,0.0,0.0,8.2,0.0,9.3,13.0,0.0,931.7(03),6.0,01-02-2008,0.0,,0.0,150.0,6.0,,,
3195,,6.0,,0.0,0.0,,951.1(22),1015.1,937.0,3.4,,8.0,0.0,0.0,12.0,1.0,10.0,,8.0,,71.0,0.0,0.0,459.0,41.5,5.0,0.0,0.0,4.0,3.0,7.9,12.4,0.0,911.5(01),6.0,01-02-2009,1.0,,0.0,170.0,7.0,,,
3195,,11.0,,0.0,0.0,,946.2(02),1008.4,930.3,3.1,,8.5,0.0,0.0,3.0,5.0,14.0,,18.0,,70.0,0.0,0.0,343.0,112.3,17.0,0.0,4.0,2.2,1.0,6.4,9.8,0.0,912.4(17),13.0,01-02-2010,3.0,,0.0,205.0,8.0,,,
3195,,4.0,,0.0,1.0,,956.1(04),1021.1,942.7,3.7,,10.0,0.0,0.0,8.0,1.0,16.0,,9.0,,72.0,0.0,0.0,519.0,30.4,8.0,0.0,3.0,7.6,1.0,8.5,13.2,0.0,917.6(17),4.0,01-02-2011,3.0,,0.0,154.0,7.0,,,
3195,,0.0,,0.0,0.0,,952.8(05),1024.8,945.4,0.8,,7.6,0.0,0.0,15.0,0.0,14.0,,2.0,,47.0,0.0,0.0,694.0,5.6,2.0,0.0,12.0,3.6,0.0,6.2,11.7,0.0,934.0(01),1.0,01-02-2012,6.0,,0.0,207.0,7.0,,,
3195,,8.0,,0.0,1.0,,952.2(04),1018.5,939.8,3.2,,7.3,0.0,0.0,4.0,0.0,16.0,,11.0,,66.0,0.0,1.0,493.0,21.5,9.0,0.0,3.0,5.2,2.0,6.9,10.6,0.0,923.0(23),7.0,01-02-2013,3.0,,0.0,221.0,8.0,,,
3195,,11.0,,0.0,1.0,,949.4(26),1016.8,938.3,3.8,,9.4,0.0,0.0,2.0,1.0,15.0,,14.0,,77.0,0.0,0.0,395.0,50.2,12.0,0.0,0.0,4.6,2.0,7.3,10.7,0.0,916.5(10),11.0,01-02-2014,5.0,,0.0,227.0,9.0,,,
3195,,4.0,,0.0,0.0,,952.9(18),1019.5,940.7,3.3,,7.4,0.0,0.0,5.0,0.0,19.0,,5.0,,63.0,0.0,0.0,533.0,21.5,5.0,0.0,3.0,3.4,0.0,7.0,10.7,0.0,920.9(03),5.0,01-02-2015,2.0,,0.0,210.0,9.0,,,
3195,,10.0,67.0,0.0,0.0,,958.2(04),1019.7,941.3,4.5,,11.6,0.0,0.0,9.0,1.0,10.0,,10.0,,77.0,0.0,0.0,498.0,39.3,10.0,0.0,1.0,8.2,0.0,8.4,12.2,0.0,917.7(27),9.0,01-02-2016,7.0,,0.0,211.0,9.0,,,
3195,,10.0,69.0,0.0,0.0,,953.9(16),1019.4,941.3,5.5,,9.9,0.0,0.0,3.0,1.0,15.0,,10.0,,81.0,0.0,0.0,440.0,44.8,10.0,1.0,0.0,5.8,0.0,9.2,12.8,0.0,923.7(13),7.0,01-02-2017,3.0,,1.0,153.0,6.0,,,
3195,,7.0,59.0,0.0,0.0,,948.5(15),1015.1,936.5,2.0,,7.3,0.0,0.0,5.0,4.0,16.0,,7.0,,58.0,0.0,0.0,500.0,73.0,4.0,0.0,8.0,2.8,3.0,6.3,10.6,0.0,915.0(28),5.0,01-02-2018,0.0,,0.0,203.0,9.0,,,
3195,,1.0,51.0,0.0,0.0,,954.5(25),1024.6,946.0,4.1,,8.1,0.0,0.0,18.0,0.0,9.0,,1.0,,61.0,0.0,0.0,607.0,1.0,1.0,0.0,2.0,7.5,0.0,9.4,14.6,0.0,916.0(01),1.0,01-02-2019,1.0,,0.0,118.0,5.0,,,
3195,,6.0,60.0,0.0,1.0,,956.2(23),1026.3,948.1,6.5,,10.6,0.0,0.0,10.0,0.0,13.0,,0.0,,78.0,0.0,0.0,528.0,0.0,1.0,0.0,0.0,10.2,0.0,10.9,15.2,0.0,935.8(29),0.0,01-02-2020,0.0,,0.0,112.0,5.0,,,
3195,,,70.0,0.0,0.0,,,,,6.5,,9.1,0.0,,,3.0,,,12.0,,87.0,0.0,,,50.0,12.0,1.0,0.0,9.1,0.0,10.2,13.9,,,7.0,01-02-2021,,,,,,,,
3195,,6.0,54.0,0.0,0.0,,952.4(08),1024.2,946.0,5.2,,7.1,0.0,,12.0,0.0,10.0,,5.0,,67.0,0.0,,,8.7,5.0,0.0,0.0,9.6,0.0,10.2,15.1,,937.4(18),3.0,01-02-2022,,,,,,,,
3195,,2.0,52.0,0.0,0.0,,958.2(10),1024.9,945.9,3.1,,9.1,0.0,,14.0,0.0,12.0,,3.0,,54.0,0.0,,,1.6,2.0,0.0,2.0,6.7,1.0,7.7,12.3,,927.3(25),1.0,01-02-2023,0.0,,0.0,174.0,7.0,,,
3195,,7.0,,0.0,0.0,,957.3(01),1021.0,941.8,6.0,,11.1,0.0,,6.0,0.0,16.0,,8.0,,86.0,0.0,,,21.9,8.0,0.0,0.0,8.3,0.0,10.1,14.2,,911.3(09),4.0,01-02-2024,2.0,,0.0,195.0,8.0,,,
3195,,11.0,74.0,0.0,0.0,5.0,945.4(13),1011.9,935.2,8.2,,12.5,0.0,0.0,2.0,3.0,18.0,41.0,14.0,,107.0,0.0,0.0,512.0,72.1,14.0,1.0,0.0,6.4,0.0,12.3,16.2,0.0,911.4(02),10.0,01-03-2001,6.0,,0.0,240.0,11.0,,,
3195,,12.0,63.0,1.0,1.0,5.8,951.4(21),1016.1,938.8,6.7,,11.5,0.0,0.0,8.0,1.0,11.0,48.0,7.0,,83.0,0.0,1.0,650.0,51.2,8.0,1.0,0.0,5.0,0.0,11.3,15.8,0.0,927.8(01),5.0,01-03-2002,2.0,,0.0,169.0,7.0,,,
3195,,9.0,58.0,0.0,0.0,6.2,950.1(16),1019.4,942.1,7.7,,12.3,0.0,0.0,7.0,2.0,15.0,52.0,6.0,,83.0,0.0,0.0,696.0,40.2,8.0,0.0,0.0,11.2,0.0,12.3,16.9,0.0,927.5(30),4.0,01-03-2003,,,,,,,,
3195,,11.0,64.0,0.0,0.0,5.0,953.1(03),1020.1,941.9,5.1,,9.6,0.0,0.0,4.0,3.0,16.0,42.0,12.0,,78.0,0.0,0.0,544.0,60.5,13.0,0.0,3.0,5.5,1.0,9.4,13.7,0.0,924.6(29),7.0,01-03-2004,0.0,,0.0,210.0,8.0,,,
3195,,7.0,54.0,0.0,0.0,7.5,952.6(17),1017.0,939.5,5.7,,13.4,0.0,0.0,4.0,0.0,20.0,63.0,5.0,,76.0,0.0,0.0,717.0,9.7,6.0,0.0,7.0,5.5,0.0,10.9,16.1,0.0,928.9(01),2.0,01-03-2005,2.0,,0.0,201.0,7.0,,,
3195,,7.0,63.0,0.0,1.0,7.0,950.3(06),1015.4,938.1,6.6,,10.7,0.0,0.0,4.0,2.0,20.0,59.0,10.0,,85.0,0.0,0.0,637.0,33.7,11.0,1.0,2.0,7.5,0.0,11.3,15.9,0.0,923.0(04),4.0,01-03-2006,,,,,,,,
3195,,3.0,56.0,0.0,0.0,7.8,956.7(10),1019.9,941.9,5.3,,8.8,0.0,0.0,6.0,0.0,22.0,66.0,6.0,,71.0,0.0,0.0,729.0,17.6,6.0,0.0,0.0,9.3,0.0,10.1,14.9,0.0,930.6(19),5.0,01-03-2007,4.0,,0.0,185.0,8.0,,,
3195,,2.0,,0.0,0.0,,948.6(04),1015.8,938.4,5.5,,9.8,0.0,0.0,5.0,0.0,24.0,,3.0,,73.0,0.0,0.0,812.0,5.6,4.0,0.0,1.0,9.1,0.0,10.9,16.3,0.0,918.1(22),2.0,01-03-2008,,,,,,,,
3195,,5.0,,1.0,0.0,,949.4(17),1015.5,938.5,6.6,,11.4,0.0,0.0,15.0,0.0,11.0,,7.0,,73.0,0.0,0.0,941.0,9.6,6.0,0.0,0.0,9.6,0.0,12.4,18.2,0.0,917.2(05),5.0,01-03-2009,3.0,,0.0,193.0,8.0,,,
3195,,10.0,,1.0,0.0,,949.2(17),1017.0,939.0,5.0,,11.6,0.0,0.0,4.0,1.0,17.0,,12.0,,75.0,1.0,0.0,570.0,59.7,10.0,0.0,4.0,5.0,1.0,9.3,13.6,0.0,927.5(08),7.0,01-03-2010,2.0,,0.0,190.0,8.0,,,
3195,,11.0,,0.0,0.0,,950.5(31),1018.0,940.2,5.8,,10.6,0.0,0.0,5.0,2.0,15.0,,14.0,,82.0,0.0,0.0,626.0,50.3,14.0,0.0,0.0,6.4,1.0,10.0,14.1,0.0,922.8(14),9.0,01-03-2011,1.0,,0.0,200.0,8.0,,,
3195,,4.0,,0.0,0.0,,955.0(10),1023.6,945.9,6.2,,10.5,0.0,0.0,8.0,1.0,19.0,,2.0,,64.0,0.0,0.0,1163.0,22.2,1.0,0.0,0.0,5.6,1.0,11.9,17.6,0.0,932.4(31),2.0,01-03-2012,1.0,,0.0,165.0,7.0,,,
3195,,14.0,,0.0,0.0,,941.0(20),1007.8,930.5,5.7,,9.6,0.0,0.0,1.0,3.0,16.0,,20.0,,85.0,0.0,0.0,456.0,99.9,20.0,0.0,0.0,8.0,0.0,9.4,13.1,0.0,919.6(05),17.0,01-03-2013,7.0,,0.0,248.0,9.0,,,
3195,,5.0,,0.0,0.0,,950.9(15),1017.6,940.2,6.5,,11.0,0.0,0.0,9.0,1.0,17.0,,6.0,,77.0,0.0,0.0,888.0,22.8,6.0,0.0,0.0,11.6,0.0,11.6,16.6,0.0,926.2(29),2.0,01-03-2014,4.0,,0.0,195.0,7.0,,,
3195,,8.0,,0.0,1.0,,955.8(05),1020.1,942.6,6.5,,13.0,0.0,0.0,7.0,1.0,16.0,,6.0,,76.0,0.0,1.0,875.0,36.6,7.0,0.0,0.0,8.5,0.0,11.8,17.1,0.0,923.7(24),5.0,01-03-2015,1.0,,0.0,189.0,8.0,,,
3195,,3.0,58.0,0.0,0.0,,949.0(01),1016.0,938.3,4.5,,9.0,0.0,0.0,5.0,2.0,23.0,,10.0,,72.0,0.0,0.0,794.0,42.7,12.0,0.0,0.0,10.5,0.0,9.6,14.7,0.0,926.0(04),4.0,01-03-2016,3.0,,0.0,173.0,8.0,,,
3195,,7.0,60.0,0.0,1.0,,951.1(08),1019.2,942.0,6.7,,11.0,0.0,0.0,7.0,0.0,17.0,,7.0,,84.0,0.0,2.0,786.0,19.2,6.0,0.0,2.0,5.3,1.0,12.2,17.6,0.0,924.9(03),6.0,01-03-2017,5.0,,0.0,138.0,6.0,,,
3195,,11.0,67.0,1.0,0.0,,948.3(27),1008.7,931.3,5.1,,9.4,0.0,0.0,2.0,6.0,17.0,,21.0,,76.0,0.0,0.0,529.0,140.7,19.0,0.0,1.0,8.5,2.0,8.9,12.6,0.0,907.3(01),18.0,01-03-2018,7.0,,0.0,266.0,12.0,,,
3195,,1.0,47.0,0.0,0.0,,954.8(09),1022.2,944.7,6.7,,10.0,0.0,0.0,13.0,0.0,17.0,,2.0,,69.0,0.0,0.0,1048.0,9.8,2.0,1.0,0.0,12.0,0.0,12.4,18.1,0.0,926.7(06),2.0,01-03-2019,1.0,,0.0,168.0,8.0,,,
3195,,,56.0,0.0,0.0,,,,,6.8,,12.5,0.0,,,1.0,,,10.0,,75.0,0.0,,632.0,57.3,10.0,1.0,0.0,9.3,0.0,11.4,16.0,,,8.0,01-03-2020,3.0,,0.0,191.0,8.0,,,
3195,,,51.0,0.0,0.0,,,,,6.3,,11.8,0.0,,,0.0,,,1.0,,66.0,0.0,,,3.4,1.0,0.0,0.0,9.7,0.0,11.3,16.1,,,1.0,01-03-2021,,,,,,,,
3195,,24.0,69.0,,,,948.3(01),1017.1,939.3,6.7,,9.9,0.0,,0.0,,7.0,,,,86.0,,,,,,,0.0,10.7,,10.0,13.3,,925.8(30),,01-03-2022,,,,,,,,
3195,,4.0,53.0,0.0,0.0,,947.5(28),1018.0,940.9,7.4,,11.5,0.0,,9.0,1.0,18.0,,6.0,,77.0,0.0,,,22.0,6.0,0.0,2.0,6.2,0.0,12.7,17.9,,931.9(07),4.0,01-03-2023,2.0,,0.0,193.0,9.0,,,
